0 0.8897526752367846
0.25 0.8865548675723095
0.5 0.8832656104888599
0.75 0.879882406245062
1 0.876402699537294
1.25 0.8728238771752083
1.5 0.8691432678655004
1.75 0.8653581421169921
2 0.8614657122812786
2.25 0.8574631327444344
2.5 0.8533475002866429
2.75 0.8491158546280456
3 0.8447651791806822
3.25 0.8402924020280489
3.5 0.8356943971555921
3.75 0.8309679859573457
4 0.8261099390459598
4.25 0.8211169783955086
4.5 0.8159857798487508
4.75 0.8107129760229493
5 0.8052951596508799
5.25 0.7997288873963593
5.5 0.7940106841864394
5.75 0.7881370481053466
6 0.7821044558983028
6.25 0.7759093691365496
6.5 0.7695482410981452
6.75 0.7630175244224545
7 0.7563136795996503
7.25 0.7494331843599575
7.5 0.7423725440307893
7.75 0.735128302933282
8 0.7276970568929697
8.25 0.7200754669424385
8.5 0.7122602742966084
8.75 0.7042483166838088
9 0.696036546117856
9.25 0.6876220481978549
9.5 0.6790020630232481
9.75 0.670174007811583
10 0.6611355013053833
