0 0.15865525393145707
0.25 0.15169272732061068
0.5 0.1447421216678878
0.75 0.1378159415284615
1 0.13092729675552445
1.25 0.12408985813695261
1.5 0.1173178013911198
1.75 0.11062573870041481
2 0.10402863708538868
2.25 0.09754172309269304
2.5 0.09118037349115199
2.75 0.08495999194671888
3 0.07889587198172443
3.25 0.07300304691789178
3.5 0.06729612795479278
3.75 0.06178913204134667
4 0.05649530174936168
4.25 0.051426919942271665
4.5 0.046595122631295616
4.75 0.0420097140019714
5 0.0376789881474634
5.25 0.03360956252692965
5.5 0.02980622853861986
5.75 0.026271824816030354
6 0.02300713887786604
6.25 0.020010842546821173
6.5 0.017279466061440485
6.75 0.01480741501202576
7 0.012587033122144597
7.25 0.010608712476932347
7.5 0.008861051096347883
7.75 0.007331055820693433
8 0.006004386400163542
8.25 0.00486563457069511
8.5 0.0038986298895199445
8.75 0.0030867623466522276
9 0.002413310419633885
9.25 0.0018617624458928672
9.5 0.001416119072179145
9.75 0.001061165182887347
10 0.0007827011290012509
