0 0.9446774609276352
0.25 0.943064719385624
0.5 0.9414051286984826
0.75 0.9396973427894844
1 0.9379399782484575
1.25 0.9361316134185769
1.5 0.9342707874722972
1.75 0.9323559994775182
2 0.9303857074552166
2.25 0.9283583274299628
2.5 0.9262722324749085
2.75 0.9241257517530572
3 0.921917169556834
3.25 0.9196447243482221
3.5 0.9173066078020065
3.75 0.9149009638549473
4 0.9124258877640269
4.25 0.9098794251772643
4.5 0.9072595712209697
4.75 0.9045642696077132
5 0.9017914117697469
5.25 0.8989388360230938
5.5 0.8960043267680537
5.75 0.8929856137324504
6 0.8898803712645652
6.25 0.8866862176833933
6.5 0.8834007146945686
6.75 0.8800213668811264
7 0.8765456212791091
7.25 0.8729708670489628
7.5 0.8692944352546734
7.75 0.8655135987636636
8 0.8616255722816533
8.25 0.8576275125379283
8.5 0.853516518637818
8.75 0.8492896326006204
9 0.8449438401027863
9.25 0.8404760714478137
9.5 0.8358832027860923
9.75 0.8311620576098362
10 0.8263094085502629
