0 0.8456223361462114
0.25 0.844730235190308
0.5 0.8438101101942885
0.75 0.8428610312329399
1 0.8418820351399872
1.25 0.840872124229255
1.5 0.8398302649655449
1.75 0.8387553865835491
2 0.8376463796530991
2.25 0.8365020945890671
2.5 0.8353213401042429
2.75 0.8341028816035365
3 0.8328454395178901
3.25 0.8315476875763456
3.5 0.8302082510147688
3.75 0.8288257047198373
4 0.8273985713069998
4.25 0.8259253191312547
4.5 0.8244043602297665
4.75 0.8228340481955279
5 0.821212675981527
5.25 0.8195384736351318
5.5 0.8178096059627534
5.75 0.8160241701252067
6 0.8141801931646251
6.25 0.8122756294642899
6.5 0.8103083581433023
6.75 0.8082761803886775
7 0.806176816728185
7.25 0.8040079042481116
7.5 0.8017669937610602
7.75 0.7994515469299968
8 0.7970589333559623
8.25 0.7945864276382336
8.5 0.7920312064172577
8.75 0.7893903454123945
9 0.7866608164684249
9.25 0.7838394846269225
9.5 0.780923105240964
9.75 0.7779083211543103
10 0.7747916599691133
