0 0.07880500000000001
0.25 0.07270299999999996
0.5 0.06747599999999998
0.75 0.06166499999999997
1 0.056644999999999945
1.25 0.05158499999999999
1.5 0.04632499999999995
1.75 0.041827999999999976
2 0.03728600000000004
2.25 0.033340999999999954
2.5 0.029730999999999952
2.75 0.02617400000000003
3 0.023123000000000005
3.25 0.019701999999999997
3.5 0.01720299999999997
3.75 0.01471
4 0.012461000000000055
4.25 0.010512999999999995
4.5 0.008931000000000022
4.75 0.007191999999999976
5 0.0062149999999999705
5.25 0.0048439999999999594
5.5 0.0038169999999999593
5.75 0.003006999999999982
6 0.0024210000000000065
6.25 0.0018329999999999735
6.5 0.0014020000000000143
6.75 0.0010470000000000201
7 0.0007549999999999502
7.25 0.0005340000000000344
7.5 0.00041800000000002946
7.75 0.00029800000000002047
8 0.00019899999999994922
8.25 0.000132000000000021
8.5 0.0000860000000000305
8.75 0.000052000000000052005
9 0.000026999999999999247
9.25 0.000024000000000024002
9.5 0.000012000000000012001
9.75 0.000004000000000004
10 0.000008000000000008
