0 0.15836300000000003
0.25 0.151555
0.5 0.14435699999999996
0.75 0.137251
1 0.13067300000000004
1.25 0.12415799999999999
1.5 0.11741199999999996
1.75 0.11102000000000001
2 0.10425899999999999
2.25 0.097352
2.5 0.090997
2.75 0.08473900000000001
3 0.078901
3.25 0.073465
3.5 0.06665200000000004
3.75 0.062219000000000024
4 0.05677500000000002
4.25 0.051203
4.5 0.04662200000000005
4.75 0.04189399999999999
5 0.037602000000000024
5.25 0.03380700000000003
5.5 0.029882999999999993
5.75 0.026310999999999973
6 0.023101999999999956
6.25 0.02012499999999995
6.5 0.017264999999999975
6.75 0.014735999999999971
7 0.012553999999999954
7.25 0.01059600000000005
7.5 0.00877300000000003
7.75 0.007172999999999985
8 0.005866999999999956
8.25 0.004890999999999979
8.5 0.00378999999999996
8.75 0.003082999999999947
9 0.002454999999999985
9.25 0.001915
9.5 0.0013619999999999743
9.75 0.0010360000000000369
10 0.0008120000000000349
