0 0.79765
0.25 0.79283
0.5 0.79089
0.75 0.78988
1 0.78408
1.25 0.7824800000000001
1.5 0.77808
1.75 0.7800400000000001
2 0.77652
2.25 0.77176
2.5 0.76929
2.75 0.76437
3 0.76336
3.25 0.7593799999999999
3.5 0.75231
3.75 0.74993
4 0.7455
4.25 0.74149
4.5 0.73878
4.75 0.73217
5 0.72778
5.25 0.72283
5.5 0.7178800000000001
5.75 0.71628
6 0.70733
6.25 0.70173
6.5 0.6976
6.75 0.69329
7 0.68479
7.25 0.67757
7.5 0.67477
7.75 0.66873
8 0.65857
8.25 0.65472
8.5 0.64499
8.75 0.63506
9 0.6292599999999999
9.25 0.62419
9.5 0.61588
9.75 0.60396
10 0.59617
